"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","From_PrivateTag","To","To_PrivateTag","Quantity","Method"
"0xdb946ce2c406e0345ed07b3e68dddbaac43f49968321a7687f350e9ef0fccb84","20873388","1727818799","2024-10-01 21:39:59","0xde935482269f365e2e3d49221bf3964dc4b9f015","-","0xaf1a3586d6accb5286e40138e2ad1f226d5fb753","-","9,008,220.85139375","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
